REVENUE,MOU,RECCHRGE,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,CHURN,MONTHS,UNIQSUBS,ACTVSUBS,CSA,PHONES,MODELS,EQPDAYS,CUSTOMER,AGE1,AGE2,CHILDREN,CREDITA,CREDITAA,CREDITB,CREDITC,CREDITDE,CREDITGY,CREDITZ,CREDIT_RATING,PRIZMRUR,PRIZMUB,PRIZMTWN,Column 45,REFURB,WEBCAP,TRUCK,RV,OCCPROF,OCCCLER,OCCCRFT,OCCSTUD,OCCHMKR,OCCRET,OCCSELF,OCC,OCC_LABEL,OWNRENT,MARRYUN,MARRYYES,MARRYNO,MARRY,MARRY_LABEL,MAILORD,MAILRES,MAILFLAG,TRAVEL,PCOWN,CREDITCD,RETCALLS,RETACCPT,NEWCELLY,NEWCELLN,REFER,INCMISS,INCOME,MCYCLE,CREDITAD,SETPRCM,SETPRC,RETCALL,CALIBRAT,CHURNDEP
45.69,246,44.99,0,26.75,0,-109,-10.7,5.33,0.67,7,0,0,39.89,6.67,2.67,18.67,28.67,6,0,0,0,26,1,1,APCBAL410,1,1,761,1022063,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
40.55,291,29.99,0,3,3.17,155,6.93,2,0,0.67,2,0,42.26,13.67,2,29.67,39.33,2,0,0,0,21,3,2,NYCMAN917,2,2,642,1022212,54,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,29.99,0,0,
35.58,296,44.99,0,4.25,0,-15,1.76,9,1.33,37.33,0,0,40.67,17,4.33,51,33.33,10.33,0,0,0,23,2,1,LAXSAN714,3,2,472,1022559,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29.99,0,0,
9.13,7.75,7.5,0,7.25,0,16.25,4.13,1.33,0,1.33,0,0,2.28,1.67,0,2.33,1,1.33,0,0,0,23,1,1,APCBAL410,1,1,704,1022792,40,54,0,0,0,0,0,0,1,0,6,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,5,0,1,1,0,0,0,
57.99,515.5,59.99,0,0,0,-11.5,0,8.67,3.67,17.33,1.33,0,148.57,23.33,0.67,86,75.33,12.33,0,0.67,0,23,2,1,KCYWIC316,2,1,368,1023739,30,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,29.99,0,0,
54.76,283.75,44.99,0.5,22.25,4.91,-43.75,-1.69,5,0.33,20,3,0,67.84,18,0,54.67,48.67,5.33,0,1.33,1,12,1,1,BOSBOS978,1,1,356,1054187,58,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,STUDENT,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0,0,1,1
99.75,550.25,48.49,0.5,127.75,0,370.75,73.19,6.33,0,75.33,5.33,0.33,75.67,60.67,1,119,102.33,6.33,0,2,1,12,1,1,SFRSAC916,1,1,355,1054299,42,42,1,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,1,1
35.22,305,10,0,83.75,0,65,-2.12,1,0.33,34.67,0,0.33,39.22,48.67,5.67,61.67,156.33,1.33,0,1,1,11,2,2,SANGEO512,1,1,347,1055453,46,42,1,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,9,0,0,1,0,0,1,1
69.25,208.25,30,0,18.75,0.2,54.75,-17.2,4.67,4,17,1.33,0.33,2.31,3,0,23.67,18.33,8.67,0,0,1,13,1,1,AIRHIC828,2,2,109,1055588,76,74,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,1,1,0,0,0,0,4,0,0,0,59.99,1,1,1
81.26,560,59.99,0,9.75,0.1,-15,-28.02,2,1.67,19,0.67,0,288.42,19,0.67,166.33,26,3.67,0,3.33,1,13,1,1,CHIDAV319,1,1,407,1055632,32,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1
31.01,54.5,39.99,0.5,5.25,0.19,-54.5,-2.52,0.67,4.33,0.67,0.33,0.33,14.43,4.67,0,16.33,3.33,5,0,0,1,13,1,1,APCWAS202,1,1,407,1055675,32,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,1,1
18.88,171.25,10,0.25,22,0,28.75,-5.39,1.33,0.67,7.33,0,0,28.89,4,5,28,6,2,0,0.33,1,11,2,2,NOLKEN504,1,1,343,1056009,48,18,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,1,0,0,3,UNKNOWN,1,1,0,1,0,1,0,0,0,0,0,0,9,0,0,1,0,0,1,1
9.5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,2,APCSIL301,1,1,509,1056400,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
44.45,181,39.99,0,0,15.7,-181,-15.96,0.67,2.67,5.67,0,0,61.04,30.33,3,33.33,34,3.33,0,0,1,11,2,2,SANSAN210,2,1,229,1056474,56,50,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,29.99,0,1,1
49.99,470.75,59.99,0,0,0,-39.75,0,10,0,41.67,0,0,136.49,44.33,3.33,92,107,10,0,0.67,1,17,1,1,NYCNEW201,1,1,507,1056751,72,60,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,1,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,1,1
24.24,153.5,29.99,0,0,1.75,-8.5,-22.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,AIRASH828,1,1,442,1057233,60,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,6,RETIRED,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1
48.22,30.75,52.73,0,0,0,-30.75,1.77,2.33,8,2.33,2,0,0,0.67,0,3,2.33,10.33,0,0,1,11,1,1,OHICLE216,3,2,274,1057273,28,52,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,39.99,0,1,1
125.12,2030.25,86.29,5.69,137.75,1.25,1244.75,42.64,16.33,0.67,145.33,3.67,2,408.88,110.33,21.33,235.33,382.67,17,0,14,1,16,3,1,DENCOL719,3,2,93,1057585,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,199.99,0,1,1
76.01,1324.25,44.58,1.49,99,4.66,-239.25,-64.29,9,10.33,36.67,4,0,483.66,125.67,55,124,187.33,19.33,0,2.33,1,11,1,1,ATLATL678,2,1,312,1057737,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.99,0,1,1
46.1,211,29.99,0,36.75,0,65,20.74,1.67,5,5.67,0,0,21.85,6.67,0,75.67,11,6.67,0,0.67,1,15,1,1,MINMIN612,1,1,439,1057828,34,34,1,0,1,0,0,0,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,1,0,0,1,1
54.81,556.25,59.99,0.5,1.5,0.1,-548.25,-3.26,24.67,1.33,29,0,0,117.8,50,0,113.67,137.33,26,0,3.67,1,15,1,1,PHITRT609,1,1,436,1058280,52,52,0,0,0,0,0,1,0,0,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,1,0,0,5,0,0,1,0,0,1,1
32.9,92,29.99,0.25,32,0,224,38,0,0.67,1.67,1,0,1.11,0.33,0,4.33,4.67,0.67,0,0,1,11,1,1,FLNDAY904,1,1,325,1058982,76,80,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,RETIRED,0,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,1
113.59,597.75,38.33,1.98,214,0.13,-113.75,-11.36,5,1.33,29.33,0.67,0.67,168.28,10,0.33,114,48.33,6.33,0,2.33,1,15,2,1,APCSIL301,1,1,433,1059073,26,46,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,1,1
376.39,1544,52.67,1.49,364,0,447,895.57,8,73.33,56,7.67,4,351.15,78,78.33,165.33,270.67,81.33,0,10.33,1,11,2,2,NCRNWN757,2,1,234,1059444,20,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,199.99,0,1,1
273.33,2061.75,93.64,0,582.75,0.93,-455.75,-171.35,36.67,2,57,1.67,0.67,536.82,173.67,18.33,288.67,240.33,38.67,0,4,1,11,2,2,LAXANA714,2,2,132,1059628,22,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,29.99,0,1,1
30.25,110.75,30,0.25,0,0,-10.75,-0.25,5,1.33,7.67,0,0.33,5.28,14.33,0.33,20,59.67,6.33,0,0,1,15,1,1,LAXBUR818,1,1,430,1059711,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
62.14,592.25,49.99,0,10.75,0,-139.25,-6.15,10,1.33,69.33,0.33,0.33,195.85,8.33,1.33,135.67,85,11.33,0,0,1,11,1,1,LAXCOV626,1,1,322,1059755,0,0,0,0,0,0,0,0,0,1,7,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,1
90.53,561.25,49.99,7.18,109.25,1.84,-47.25,-38.09,3,0.33,18.33,2.67,0.33,47.79,52,4.33,128.33,26.33,3.33,0,0,1,13,2,1,BOSBOS617,1,1,382,1059989,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,1
30.26,28.75,39.99,0,0,0,-1.75,-0.27,0.33,0,0.67,0,0,0,4,0,1,8,0.67,0,0,1,11,1,1,NYCSUF516,1,1,320,1060027,0,0,0,0,0,0,0,1,0,0,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
187.84,1369.5,59.71,3.71,211.75,52.7,-320.5,-49.87,22,13,58.33,2,1,213.97,24.33,0,237.67,110,35,0,5,1,11,1,1,NMXALB505,1,1,319,1060274,46,0,1,0,0,0,0,0,0,1,7,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,7,SELF-EMPLOYED,0,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1
34.09,65.5,39.99,0,0.25,0,-23.5,0.29,2,0.33,24.67,0,0,13.77,7,2.67,27.67,8,2.33,0,0.33,1,17,1,1,NEVLVS702,1,1,487,1060548,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
51.5,79.75,59.99,0,0,1.51,-30.75,-0.34,0,0.67,3.67,0,0,2.87,3.33,0,43,3,0.67,0,0,1,16,1,1,OHIMAR740,1,1,480,1061638,66,66,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0,0,1,1
31.98,216,41.98,0,0,0,83,0,6.33,3.67,16,0,0,48.67,16.33,9.33,55.67,22.33,10,0,0,1,12,3,2,PHITRT609,1,1,372,1061897,,,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
31,392,39.99,0.74,0,0,90,-1.01,1,4.33,17,0.67,0,88.74,14,0,58.67,27,5.33,0,0.33,1,10,1,1,DETDET313,1,1,304,1062850,42,0,0,0,0,0,1,0,0,0,4,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,1
36.37,392.25,44.99,0,3,0,79.75,-1.38,0.33,8.33,3.67,0,0,12.98,12.33,1,20.67,24.67,8.67,0,0,1,10,1,1,OHICOL614,1,1,301,1063204,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
34.37,393.25,39.99,0,12.5,0,42.75,-4.38,0.67,2.67,14.33,0,0,143.14,12,0.33,68.67,21.33,3.33,0,0.33,1,14,1,1,SANKIL254,2,2,34,1063364,42,40,1,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,149.99,0,1,1
30.25,233.5,30,0.25,0,0,-48.5,-0.25,0.33,0.67,1,0,0,9.36,7.67,5.67,9.33,38,1,0,0,0,25,1,1,DALDAL214,1,1,737,1031488,42,34,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,7,SELF-EMPLOYED,0,0,0,1,0,UNMARRIED,0,0,0,1,1,1,0,0,0,0,0,0,4,0,0,1,0,0,0,
26.5,319.25,19.83,1.24,15.5,0,-106.25,-15.51,2,31.33,42,1.67,0,117.19,23.33,18.33,80.33,37.33,33.33,0,1,0,25,3,3,CHINBK847,2,2,515,1031688,30,28,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,1,0,1,0,0,0,0,0,0,7,0,0,0,29.99,0,0,
76.55,733.5,49.91,0.25,102.75,0,283.5,-36.56,9.67,5.33,30,1,0,115.33,109,14.67,93,100.67,15,0,1,0,21,1,1,DALDAL214,2,2,265,1031965,28,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,1,1,0,6,0,0,0,29.99,0,0,
59.99,241.75,59.99,0,0,0,40.25,0,1,0.67,0.67,0,0,127.95,11.67,8.67,24.67,17.33,1.67,0,0,0,25,3,3,SANAUS512,1,1,734,1032137,60,52,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,
82.38,301.5,79.99,1.24,29.5,0,114.5,-20.41,0.67,26.67,18,2.33,0.33,43.68,15,9.33,64.67,29.67,27.33,0,0.33,0,19,3,2,HWIHON808,2,2,123,1032180,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.99,0,0,
30,134.75,30,0,0,0,-47.75,0,0,0.67,8.67,0,0,94.79,1,1,26,22.67,0.67,0,0,0,21,3,3,MIAMIA305,1,1,627,1032322,42,40,1,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,
74.84,1002.75,69.99,2.23,29.75,6.73,276.25,43.68,6.33,0,0.67,5.33,0,231.61,22,2.67,96.67,147,6.33,0,3,0,25,1,1,NYCNAS516,2,1,327,1032648,52,26,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,79.99,0,0,
29.99,19.25,29.99,0,0,0,-10.25,0,0,0.67,2,0,0,0.82,3,0,7,6.67,0.67,0,0,0,22,1,1,KCYKCM816,1,1,668,1033306,50,22,0,0,1,0,0,0,0,0,2,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,3,CRAFT,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
30.42,336.75,29.99,0,0,0.16,-37.75,0.21,5.67,0.67,54.67,0,0,73.49,39,9.33,82.33,127.33,6.33,0,0.33,0,18,1,1,PHIPHI215,2,2,244,1033910,48,44,1,0,0,0,0,1,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,149.99,0,0,
18.48,10.75,16.99,0,2.75,0,-5.75,-1.49,0,0.67,3,0,0.33,0.28,0,0,5,2.33,0.67,0,0,0,18,1,1,APCSIL301,1,1,549,1034371,36,62,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
60.51,636,69.99,4.46,8.75,0,0,-2.58,4.33,17.67,85.33,2.67,0,73.63,21.33,0.67,230.33,141.67,22,0,0,0,18,2,1,SANSAN210,1,1,544,1034863,36,34,1,0,0,1,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,1,0,0,4,0,0,1,0,0,0,
38.44,471.5,44.99,0,8.5,0,-149.5,-3.25,10.33,1.67,37.67,6.67,0,107.78,7.33,0,73.67,106,12,0,0,0,22,1,1,NYCBRO917,4,4,121,1034875,28,0,0,0,0,0,0,0,0,1,7,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,99.99,0,0,
